,image,image_cat_score,participant,category,description,question,context_justification,reactionTime
204,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,What does the destruction look like?,This would show that some people do not have a good life and are more apt to get sick because of poor living conditions.,5.64295
205,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,What is destroyed in the picture?,This would show that some people do not have a good life and are more apt to get sick because of poor living conditions.,5.64295
206,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,What does the woman look like?,This shows different cultures on the news.,5.64295
207,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,How can you tell she is dancing?,This shows different cultures on the news.,5.64295
208,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,How big is the building?,To discuss health consequences of a disaster,5.00055
209,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,Are people hurt?,To discuss health consequences of a disaster,5.00055
210,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,what is she wearing?,selling her outfit or jewelry items,5.00055
211,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,What colors are present?,selling her outfit or jewelry items,5.00055
212,images/news_journals/4.png,32.6,#NAME?,news,a seal on the beach,what is the location of the beach?,Something happened to their habitat,5.00055
213,images/news_journals/4.png,32.6,#NAME?,news,a seal on the beach,Is anything else happening on the beach,Something happened to their habitat,5.00055
214,images/science_journals/5.png,87.5,#NAME?,travel,people fishing in the river,what does the river look like?,to encourage you to visit this destination,5.00055
215,images/science_journals/5.png,87.5,#NAME?,travel,people fishing in the river,What is the weather like,to encourage you to visit this destination,5.00055
216,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,who is on the team?,someone on the team is my friend,5.00055
217,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,what are they doing?,someone on the team is my friend,5.00055
218,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,what are the men wearing?,There is a science article about men's health,5.00055
219,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,What ages are the men?,There is a science article about men's health,5.00055
220,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What meeting was it,Because it want to  stress on talking ,12.85325
221,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Where did it took place,Because it want to  stress on talking ,12.85325
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
232,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,What is this boat? ,It's a story about crab companies. ,4.509083333
233,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,What is in the cage? ,It's a story about crab companies. ,4.509083333
234,images/shopping/7.png,65.4,#NAME?,shopping,a man wearing a white t - shirt,What ethnicity is the man? ,I think it would be for a large size men's t-shirt,4.509083333
235,images/shopping/7.png,65.4,#NAME?,shopping,a man wearing a white t - shirt,What size is the t-shirt? ,I think it would be for a large size men's t-shirt,4.509083333
236,images/shopping/6.png,78.14285714,#NAME?,travel,a snowboarder standing on a snow covered hill,What is the location of this picture? ,It is about snowboarding in other countries.,4.509083333
237,images/shopping/6.png,78.14285714,#NAME?,travel,a snowboarder standing on a snow covered hill,Who is the person in the picture? ,It is about snowboarding in other countries.,4.509083333
238,images/travel/4.png,62,#NAME?,social_media,a skier on a mountain,Where is this location? ,It is an article about traveling on the social media page.,4.509083333
239,images/travel/4.png,62,#NAME?,social_media,a skier on a mountain,What is the purpose of the picture? ,It is an article about traveling on the social media page.,4.509083333
240,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Where is this picture located? ,It is about exploring underwater with scuba diving,4.509083333
241,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,What kind of coral is in the picture? ,It is about exploring underwater with scuba diving,4.509083333
242,images/health/6.png,93,#NAME?,health,various foods that are in bowls,How many foods are presented? ,This is for a well-balanced diet. ,4.509083333
243,images/health/6.png,93,#NAME?,health,various foods that are in bowls,Why are these foods considered healthy? ,This is for a well-balanced diet. ,4.509083333
244,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,What is this boat currently doing in the water?,I think that this looks like an advertisement.,6.991266667
245,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,What does the boat say?,I think that this looks like an advertisement.,6.991266667
246,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What does the man look like?,This looks like it's showing someone speaking at a school board or community meeting.,6.991266667
247,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Are there a lot of people in attendance?,This looks like it's showing someone speaking at a school board or community meeting.,6.991266667
248,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,What country is this building in?,Possibly looking for donations to a country that suffered ,6.991266667
249,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,"What sort of destruction? Fire, earthquake, building collapse?",Possibly looking for donations to a country that suffered ,6.991266667
250,images/travel/6.png,57,#NAME?,social_media,a bowl of noodles with vegetables,What sort of cuisine is it?,A photo of someone's order at a restaurant,6.991266667
251,images/travel/6.png,57,#NAME?,social_media,a bowl of noodles with vegetables,What type of restaurant is it from?,A photo of someone's order at a restaurant,6.991266667
252,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,where is she at?,It looks like it could be some experience or performance you coud purchase.,6.991266667
253,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,Could you describe her outfit?,It looks like it could be some experience or performance you coud purchase.,6.991266667
254,images/shopping/4.png,43.75,#NAME?,shopping,the pool at the holiday inn in san diego,How close is it.,They have condos or apartments too.,7.9314
255,images/shopping/4.png,43.75,#NAME?,shopping,the pool at the holiday inn in san diego,What are their rates.,They have condos or apartments too.,7.9314
256,images/science_journals/5.png,87.5,#NAME?,travel,people fishing in the river,How much are guided tours?,There are sporting vacations available.,7.9314
257,images/science_journals/5.png,87.5,#NAME?,travel,people fishing in the river,Are there equipment rentals.,There are sporting vacations available.,7.9314
258,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Is this person angry about injustice.,What is the issue he's discussing?,7.9314
259,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What can be done to help this community.,What is the issue he's discussing?,7.9314
260,images/science_journals/7.png,3.5,#NAME?,science_journals,a street sign that says the olde street,What is the history behind this neighborhood.,There is an important issue in this county.,7.9314
261,images/science_journals/7.png,3.5,#NAME?,science_journals,a street sign that says the olde street,What are the issues in this community?,There is an important issue in this county.,7.9314
262,images/travel/4.png,59,#NAME?,health,a skier on a mountain,What are the benefits of skiing?,This is beneficial to the spirit.,7.9314
263,images/travel/4.png,59,#NAME?,health,a skier on a mountain,How can I make this happen.,This is beneficial to the spirit.,7.9314
264,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,What activities are right for me.,Being part of an activity is beneficial.,7.9314
265,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,How can I take part.,Being part of an activity is beneficial.,7.9314
266,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,What kind of building,Talk about how other countries deal with disasters that could have health implications,3.242766667
267,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,What caused the building collapse,Talk about how other countries deal with disasters that could have health implications,3.242766667
268,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Where is the woman running,To show what the world used to look like before global warming,3.242766667
269,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,what is the surrounding,To show what the world used to look like before global warming,3.242766667
270,images/social_media/1.png,100,#NAME?,shopping,a man with dreadlocks wearing a jacket and pants,What kind of clothing,To show off this person's wardrobe,3.242766667
271,images/social_media/1.png,100,#NAME?,shopping,a man with dreadlocks wearing a jacket and pants,is it sunny,To show off this person's wardrobe,3.242766667
272,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,what is the man sitting near ,Not sure why it would show up ,3.242766667
273,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,what is he wearing,Not sure why it would show up ,3.242766667
274,images/social_media/5.png,62.125,#NAME?,news,the women's soccer team,which country are they from,show off some team that has won somethhing,3.242766667
275,images/social_media/5.png,62.125,#NAME?,news,the women's soccer team,what do they look like,show off some team that has won somethhing,3.242766667
276,images/health/6.png,93,#NAME?,health,various foods that are in bowls,What kinds of foods are in the bowls?,"Because it includes many healthy fruits, vegetables, nuts, and spices.",6.640666667
277,images/health/6.png,93,#NAME?,health,various foods that are in bowls,Are they all the same kinds of foods?,"Because it includes many healthy fruits, vegetables, nuts, and spices.",6.640666667
278,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,How is the woman dressed?,Because it shows someone immersed in their culture.,6.640666667
279,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,Are there any other people in the image?,Because it shows someone immersed in their culture.,6.640666667
280,images/shopping/7.png,65.4,#NAME?,shopping,a man wearing a white t - shirt,Does the image show the man candidly?,The man in the photo appears to be modeling the t shirt.,6.640666667
281,images/shopping/7.png,65.4,#NAME?,shopping,a man wearing a white t - shirt,Does the t-shirt have any designs?,The man in the photo appears to be modeling the t shirt.,6.640666667
282,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,Are there any other people in the photo with the snowboarder?,because it appears like an image that a young man would share on social media.,6.640666667
283,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,What kind of snowboard is he using?,because it appears like an image that a young man would share on social media.,6.640666667
284,images/travel/7.png,58.5,#NAME?,news,a woman taking a picture of a narrow alley,Are there any people in the alley?,Because it looks like a private journalist is taking photos.,6.640666667
285,images/travel/7.png,58.5,#NAME?,news,a woman taking a picture of a narrow alley,What is taking place in the alley?,Because it looks like a private journalist is taking photos.,6.640666667
286,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Are the plants around the concert hall?,Because the only reason I would imagine a concert hall being filled with plants is for a science experiment,6.640666667
287,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Is anybody on the stage playing music?,Because the only reason I would imagine a concert hall being filled with plants is for a science experiment,6.640666667
288,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,What is she wearing?,This is a noteworthy performance.,6.806666667
289,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,What is she doing?,This is a noteworthy performance.,6.806666667
290,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,Is there any text in the image?,The fishing boat caught something interesting,6.806666667
291,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,Is there only one crab?,The fishing boat caught something interesting,6.806666667
292,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,What color is the bed?,As an example of the things they sell,6.806666667
293,images/shopping/1.png,100,#NAME?,shopping,a bedroom with a bed and curtains,What color are the curtains?,As an example of the things they sell,6.806666667
294,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,Is the snowboarder male or female?,To show other people photos of their trip,6.806666667
295,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,What is their expression?,To show other people photos of their trip,6.806666667
296,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,What does the woman look like? ,This woman is an influencer and promoting her travels ,7.313566667
297,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,Where is she walking?,This woman is an influencer and promoting her travels ,7.313566667
298,images/news_journals/34.png,42,#NAME?,news,a woman standing on the beach,What are her emotions? ,It is a photo from an event the news covered,7.313566667
299,images/news_journals/34.png,42,#NAME?,news,a woman standing on the beach,What is she wearing? ,It is a photo from an event the news covered,7.313566667
300,images/science_journals/4.png,59,#NAME?,travel,a boat with a crab in it,How big is the crab?,Showing a type of activity you can do in this town ,7.313566667
301,images/science_journals/4.png,59,#NAME?,travel,a boat with a crab in it,Are there people in the boat? ,Showing a type of activity you can do in this town ,7.313566667
302,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Is there a concert happening? ,The magazine is covering this event,7.313566667
303,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Why is it filled with plants? ,The magazine is covering this event,7.313566667
304,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,What kinds of vegetables?,The website is showing a healthy recipe. ,7.313566667
305,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,Are they cooked? ,The website is showing a healthy recipe. ,7.313566667
306,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,What brand is the person wearing?,Advertisement for a clothing brand.,5.48115
307,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,Is he standing in front of  a building? ,Advertisement for a clothing brand.,5.48115
308,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,What kind of fish?,An article about salmon spawning was in the magazine.,5.48115
309,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,Which river?,An article about salmon spawning was in the magazine.,5.48115
310,images/news_journals/25.png,36.25,#NAME?,news,a group of people sitting at a table,Where is the table?,Reviewing a popular local food place.,5.48115
311,images/news_journals/25.png,36.25,#NAME?,news,a group of people sitting at a table,What are they doing?,Reviewing a popular local food place.,5.48115
312,images/health/5.png,39,#NAME?,health,a woman kiteboarding in the ocean,Which ocean?,Showcasing healthy exercise alternatives to us.,5.48115
313,images/health/5.png,39,#NAME?,health,a woman kiteboarding in the ocean,How hard is it?,Showcasing healthy exercise alternatives to us.,5.48115
314,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,Are they surfing or diving?,They are showing scuba diving.,5.48115
315,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,Where are they?,They are showing scuba diving.,5.48115
316,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,is this a science experiment?,something about excavation in the ocean,7.413616667
317,images/science_journals/4.png,57.33333333,#NAME?,science_journals,a boat with a crab in it,are those crabs?,something about excavation in the ocean,7.413616667
318,images/travel/6.png,57,#NAME?,social_media,a bowl of noodles with vegetables,how do I make this?,this is a recipe for noodle soup? ,7.413616667
319,images/travel/6.png,57,#NAME?,social_media,a bowl of noodles with vegetables,is it spicy?,this is a recipe for noodle soup? ,7.413616667
320,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,is it foggy out?,a marathon runner running up a hill,7.413616667
321,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,how long is the race?,a marathon runner running up a hill,7.413616667
322,images/travel/4.png,90,#NAME?,travel,a skier on a mountain,is it above tree line?,it may be highlighting a specific area ,7.413616667
323,images/travel/4.png,90,#NAME?,travel,a skier on a mountain,where in the wrold is this?,it may be highlighting a specific area ,7.413616667
324,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,Where is the speech taking place? ,Demonstrate a town hall meeting/situation,8.215266667
325,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What are the contents of the speech?,Demonstrate a town hall meeting/situation,8.215266667
326,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,Why does she have a suitcase in the shopping center? ,To show off the shopping experience ,8.215266667
327,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,Is this a highly traveled area?,To show off the shopping experience ,8.215266667
328,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,"What profession is the man in, or field of study? ",Someone who wants to put a face to the name of their profile. ,8.215266667
329,images/shopping/3.png,51.28571429,#NAME?,social_media,a man with a beard sitting on a rock near,What location is he at and what is he doing? ,Someone who wants to put a face to the name of their profile. ,8.215266667
330,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,How high is the mountain? ,Science and nature go hand in hand. ,8.215266667
331,images/health/2.png,60,#NAME?,science_journals,a woman running on a mountain,Is this a famous place to climb mountains?,Science and nature go hand in hand. ,8.215266667
332,images/travel/4.png,59,#NAME?,health,a skier on a mountain,What's the relevance of the picture in relation to the health website? ,Shows a fun activity that promotes being active,8.215266667
333,images/travel/4.png,59,#NAME?,health,a skier on a mountain,How does skiing benefit your health?,Shows a fun activity that promotes being active,8.215266667
334,images/health/3.png,95.33333333,#NAME?,health,a woman in a pink sports bra top,is she healthy?,"to promote looking like this woman so you feel bad about yourself and want to change your eating habits.
",7.710833333
335,images/health/3.png,95.33333333,#NAME?,health,a woman in a pink sports bra top,"where is she at?
","to promote looking like this woman so you feel bad about yourself and want to change your eating habits.
",7.710833333
336,images/science_journals/7.png,3.5,#NAME?,science_journals,a street sign that says the olde street,what are the street names?,im not sure considering it doesnt look very science like but maybe because of the trees.,7.710833333
337,images/science_journals/7.png,3.5,#NAME?,science_journals,a street sign that says the olde street,"what relevance do they have?
",im not sure considering it doesnt look very science like but maybe because of the trees.,7.710833333
338,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,is it similar to soup or spaghetti ,to showcase a restaurant from out of towns menu.,7.710833333
339,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,what kind of vegetables?,to showcase a restaurant from out of towns menu.,7.710833333
340,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,how many women are there?,because the people in this picture are proud of their achievement's ,7.710833333
341,images/social_media/5.png,54.125,#NAME?,social_media,the women's soccer team,are they playing soccer in the picture?,because the people in this picture are proud of their achievement's ,7.710833333
342,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,what is she wearing?,to show off different cultures.,7.710833333
343,images/news_journals/15.png,32,#NAME?,news,a woman performing an indian dance,how old does she look?,to show off different cultures.,7.710833333
344,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,is it a pullover sweater?,"to show off the outfit this man is wearing, so youll want to buy it.",7.710833333
345,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,what color is it?,"to show off the outfit this man is wearing, so youll want to buy it.",7.710833333
346,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,Why are they wearing wetsuits?,Based on what they're wearing I'd guess to promote outdoor activities/exercise,7.49805
347,images/science_journals/2.png,62.83333333,#NAME?,health,a man and woman in wetsuits,What activity are they doing and how does it relate to health?,Based on what they're wearing I'd guess to promote outdoor activities/exercise,7.49805
348,images/science_journals/1.png,48.5,#NAME?,science_journals,a building that has been destroyed,How did this building get destroyed?,To show some type of science related natural disaster.,7.49805
349,images/science_journals/1.png,48.5,#NAME?,science_journals,a building that has been destroyed,Where is the building located?,To show some type of science related natural disaster.,7.49805
350,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,How does this snowboarder relate to social media?,"I'm not sure, I think it's just a generic stock photo used to show a human",7.49805
351,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,Is the snowboarder with other people who aren't shown in the picture?,"I'm not sure, I think it's just a generic stock photo used to show a human",7.49805
352,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,Where is this located?,To show some type of recent or upcoming event involving fishermen.,7.49805
353,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,What happened to the boat?,To show some type of recent or upcoming event involving fishermen.,7.49805
354,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,Where is she at in the picture?,Because it shows a woman traveling with a suitcase.,7.49805
355,images/travel/5.png,94.5,#NAME?,travel,a woman walking down a street with her suitcase,Where did she come travel from?,Because it shows a woman traveling with a suitcase.,7.49805
356,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,What color is the sweater?,To show off a sweater for sale.,7.49805
357,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,What does the sweater look like?,To show off a sweater for sale.,7.49805
358,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,What is the woman wearing?,To show the traditional or cultural dress of that region.,10.9578
359,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,What is the setting in which the dance is being performed?,To show the traditional or cultural dress of that region.,10.9578
360,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,What are the health benefits of the meal?,To show an example of a healthy meal.,10.9578
361,images/travel/6.png,51,#NAME?,health,a bowl of noodles with vegetables,How does this particular meal fit into the overall health plan or strategy?,To show an example of a healthy meal.,10.9578
362,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,What is the expression on the man's face?,To show an example of the discussion around a particular topic.,10.9578
363,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,How does the body language of the crowd look?,To show an example of the discussion around a particular topic.,10.9578
364,images/shopping/7.png,59.2,#NAME?,social_media,a man wearing a white t - shirt,What is the man doing in the picture?,Because it is a picture of one of my connections.,10.9578
365,images/shopping/7.png,59.2,#NAME?,social_media,a man wearing a white t - shirt,What is the overall setting of the picture?,Because it is a picture of one of my connections.,10.9578
366,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Are there any plants or animals in the picture?,It displays a diver who is likely performing some form of scientific research.,10.9578
367,images/travel/2.png,83.25,#NAME?,science_journals,a scuba diver in the ocean,Does the scuba diver have any specialized gear?,It displays a diver who is likely performing some form of scientific research.,10.9578
368,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,What is the type of street the woman is walking down?,The image displays a shopper who is browsing stores. ,10.9578
369,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,"Are there any other people in the picture and if so, what are they doing?",The image displays a shopper who is browsing stores. ,10.9578
370,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,what style is the top,To provide an image for the outfit the model is wearing,8.588833333
371,images/health/3.png,62.33333333,#NAME?,shopping,a woman in a pink sports bra top,what shade of pink,To provide an image for the outfit the model is wearing,8.588833333
372,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,what are they wearing,a post someone made showing them snowboarding,8.588833333
373,images/shopping/6.png,62.14285714,#NAME?,social_media,a snowboarder standing on a snow covered hill,what does the snowboard look like,a post someone made showing them snowboarding,8.588833333
374,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,what is the speech about,to show a recent related event,8.588833333
375,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,where is the speech being given,to show a recent related event,8.588833333
376,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,where is the performance,to advertise a destination for travel,8.588833333
377,images/news_journals/15.png,82,#NAME?,travel,a woman performing an indian dance,what are they wearing,to advertise a destination for travel,8.588833333
378,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,who are the men,a group of scientists featured for recent works,8.588833333
379,images/science_journals/6.png,9.666666667,#NAME?,science_journals,a group of men standing in front of a wall,why are they in front of the wall,a group of scientists featured for recent works,8.588833333
380,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,where is the building,a recent disaster featured in an article,8.588833333
381,images/science_journals/1.png,51.5,#NAME?,health,a building that has been destroyed,what destroyed the building,a recent disaster featured in an article,8.588833333
382,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,color of the sweater ,The clothes on the model are for sale on the store's website. ,7.056416667
383,images/shopping/2.png,43,#NAME?,shopping,a man wearing a sweater,material of the sweater,The clothes on the model are for sale on the store's website. ,7.056416667
384,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,why is the boat in the news? ,Something happened with this boat or with the fishing industry that needed to be reported on. ,7.056416667
385,images/science_journals/4.png,51.66666667,#NAME?,news,a boat with a crab in it,why is there a crab on the boat?,Something happened with this boat or with the fishing industry that needed to be reported on. ,7.056416667
386,images/health/6.png,93,#NAME?,health,various foods that are in bowls,what foods are in the bowls? ,The foods in the image are considered healthy by the people who run the site. ,7.056416667
387,images/health/6.png,93,#NAME?,health,various foods that are in bowls,are the foods good or bad to eat? ,The foods in the image are considered healthy by the people who run the site. ,7.056416667
388,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is the scuba diver looking at anything interesting? ,The website likely offers trips to a location that has coral reefs. ,7.056416667
389,images/travel/2.png,86.75,#NAME?,travel,a scuba diver in the ocean,Is scuba diving part of a package that I can purchase? ,The website likely offers trips to a location that has coral reefs. ,7.056416667
390,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Why is the concert hall filled with plants? ,There is likely a new article about recent research showing the benefits of plants hearing music ,7.056416667
391,images/science_journals/3.png,37.2,#NAME?,science_journals,a concert hall filled with plants,Is music being played to the plants or are they just sitting there?,There is likely a new article about recent research showing the benefits of plants hearing music ,7.056416667
392,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,Where is the woman at? ,Someone posted this image of themselves on their page. ,7.056416667
393,images/travel/5.png,53.16666667,#NAME?,social_media,a woman walking down a street with her suitcase,What is the woman doing in that location? ,Someone posted this image of themselves on their page. ,7.056416667
394,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,how old is she?,the website could be fashion or jewelry,8.760166667
395,images/news_journals/15.png,52.66666667,#NAME?,shopping,a woman performing an indian dance,what is she wearing and what color?,the website could be fashion or jewelry,8.760166667
396,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,what is he doing?,he appears as though he is a model of some sort of fashion website,8.760166667
397,images/social_media/1.png,68,#NAME?,social_media,a man with dreadlocks wearing a jacket and pants,is he alone?,he appears as though he is a model of some sort of fashion website,8.760166667
398,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,how many people?,a wilderness photo showing people fishing would suit a science magazine,8.760166667
399,images/science_journals/5.png,61.33333333,#NAME?,science_journals,people fishing in the river,has anyone caught any fish?,a wilderness photo showing people fishing would suit a science magazine,8.760166667
400,images/health/1.png,87.75,#NAME?,health,a doctor and an elderly woman,is the woman alright?,it displays an image of a nurse handing pills to his patient which is suitable to be on a health website,8.760166667
401,images/health/1.png,87.75,#NAME?,health,a doctor and an elderly woman,what are they doing?,it displays an image of a nurse handing pills to his patient which is suitable to be on a health website,8.760166667
402,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,are they in the water?,"it shows a couple in wet suits, presumably they are vacationing somewhere",8.760166667
403,images/science_journals/2.png,77.83333333,#NAME?,travel,a man and woman in wetsuits,what do the people look like?,"it shows a couple in wet suits, presumably they are vacationing somewhere",8.760166667
404,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,is there an audience?,"image of a citizen speaking at a podium, probably at town hall or something",8.760166667
405,images/news_journals/8.png,84.5,#NAME?,news,a man giving a speech,what is his environment?,"image of a citizen speaking at a podium, probably at town hall or something",8.760166667
406,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,what is the color of the luggage?,This just looks like stock imagery. It looks staged and artificial.,16.27373333
407,images/travel/5.png,56.5,#NAME?,shopping,a woman walking down a street with her suitcase,What time of day is it?,This just looks like stock imagery. It looks staged and artificial.,16.27373333
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
418,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,Does the food look appetizing ,To show the food available in the place that i am traveling,14.45048333
419,images/travel/6.png,49.6,#NAME?,travel,a bowl of noodles with vegetables,Is the picture in black and white or color,To show the food available in the place that i am traveling,14.45048333
420,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,Does the lady appear to be in pain or unhappy?,Running is a good way to stay in shape and healthy ,14.45048333
421,images/health/4.png,80.11111111,#NAME?,health,a woman running in a race,Does the lady seem to be in good shape?,Running is a good way to stay in shape and healthy ,14.45048333
