,image,participant,category,question,answer,unanswerable,orig_study,context_justification,reactionTime
150,images/science_journals/3.png,-N_KX90_lApf3wtLgDCM,science_journals,Are there any people? ,"Yes, there are 4 persons performaing music for plants.",False,imgversion,Shows research on music effects on plants.,7.776716666666666
151,images/shopping/7.png,-N_KX90_lApf3wtLgDCM,shopping,What ethnicity is the man? ,African American,False,imgversion,It's showing how a t-shirt looks on a person.,7.776716666666666
152,images/travel/4.png,-N_KX90_lApf3wtLgDCM,travel,What is the weather like in the photo?,It is sunny but snowy,False,imgversion,It showcases images of a popular destination,7.776716666666666
153,images/shopping/4.png,-N_KXGkrGlkc_pw3TVQT,travel,is it indoors,"No, it shows the exterior of the hotel inn with a swimming pool.",False,textversion,It provides an image of the accommodations.,11.414
154,images/science_journals/7.png,-N_KXGkrGlkc_pw3TVQT,science_journals,Where is the street sign located? ,The street sign is located in front of the white house at the corner of two roads.,False,textversion,To provide an example of a single family home.,11.414
155,images/shopping/2.png,-N_KXGkrGlkc_pw3TVQT,shopping,Is this man standing in a field?,Perhaps. The man is standing near a body of water and bushes.,False,imgversion,The man perhaps is wearing clothing sold by the website.,11.414
156,images/social_media/7.png,-N_KXGkrGlkc_pw3TVQT,social_media,How do I know this person or do I know this person?,It is a man who may have some association with NASA.,False,textversion,Someone posted something about NASA,11.414
157,images/science_journals/4.png,-N_KXGkrGlkc_pw3TVQT,news,Why is crab in boat?,They are lifting crabbing nets to presumably sell the crab.,False,textversion,It's a story related to crabbing.,11.414
158,images/health/2.png,-N_KXGkrGlkc_pw3TVQT,health,Why is the running on a mountain? ,The person may want to exercise or reach the top to enjoy the view of the mountains and lake.,False,textversion,There is a person hiking up a mountain for exercise.,11.414
159,images/news_journals/4.png,-N_KXyMof6KFaDOraXFT,news,Is the seal dead or alive?,The seal is alive.,False,textversion,Seals are being endangered by logging.,8.512383333333334
160,images/science_journals/5.png,-N_KXyMof6KFaDOraXFT,travel,How big is the river?,It looks like a medium sized one. There is some whitewater.,False,imgversion,This is a good fishing location.,8.512383333333334
161,images/shopping/3.png,-N_KXyMof6KFaDOraXFT,social_media,What is the man doing?,He is relaxing by the river on an Autumn day.,False,imgversion,This looks like a thinking mad with a beard.,8.512383333333334
162,images/shopping/1.png,-N_KXyMof6KFaDOraXFT,shopping,What color is the bed?,The bed sheet is aqua.,False,textversion,They are selling bedroom furniture.,8.512383333333334
163,images/science_journals/3.png,-N_KXyMof6KFaDOraXFT,science_journals,Are there any people? ,There are three musicians on stage. ,False,imgversion,This appears to be an experiment where they platy classical music tp plants.,8.512383333333334
164,images/health/7.png,-N_KXyMof6KFaDOraXFT,health,The strength of the bands?,The bands must be strong because they have to withstand the pulling of the athletes. ,False,imgversion,There are two athletes. One is holding exercise equipment. ,8.512383333333334
165,images/travel/2.png,-N_K_lrZshpFpojaKEE8,travel,Why is the person scuba diving?,To see and take photos of the coral and fish.,False,imgversion,Because its beautiful and it would make people want to travel there.,27.35145
166,images/science_journals/4.png,-N_K_lrZshpFpojaKEE8,news,Is the boat a commercial fisherman or a boat out for pleasure?,Neither. It is a working boat bringing a cask of apparently wine to the surface.,False,imgversion,It seems as though this is a new way to make wine and they're bringing up a cask.,27.35145
167,images/health/2.png,-N_K_lrZshpFpojaKEE8,health,"How cold is it, where they are running?",I would say its cold. There are snow capped mountains in the not-too-distant background around a lake where they're running. ,False,imgversion,"It is encouraging people to be active, by hiking or running.",27.35145
168,images/shopping/4.png,-N_K_lrZshpFpojaKEE8,social_media,Is the pool indoors or outdoors?,It is outdoors.,False,imgversion,To let people know about the place and/or encourage them to go there. ,27.35145
169,images/science_journals/1.png,-N_K_lrZshpFpojaKEE8,science_journals,Why did they go with a destroyed building to show change?,Because it is such a drastic difference than the other buildings. ,False,textversion,"To show the after affects of a disaster, such as an earthquake.",27.35145
170,images/social_media/1.png,-N_K_lrZshpFpojaKEE8,shopping,is it sunny,It is a bit sunny. There are long shadows behind the person in the picture.,False,imgversion,To show what they have for sale.,27.35145
171,images/travel/2.png,-N_Ka2CmLsKK2Hk28VuH,science_journals,What is the context of the article?,"A diver examines vibrant, live coral underwater. This illustrates the importance of coral and biodiversity.",False,textversion,It could be about preserving coral reefs.,20.443
172,images/news_journals/34.png,-N_Ka2CmLsKK2Hk28VuH,news,What are her emotions? ,"She looks a little sentimental, like she's remembering something from the past, or something that the beach reminds her of.",False,imgversion,It's probably an interview of/with the woman in the image.,20.443
173,images/social_media/1.png,-N_Ka2CmLsKK2Hk28VuH,shopping,Is this part of a product listing?,"It could be. There isn't any text of the image, and it's just an image of a guy outside, so it's not entirely clear, but it's the sort of image that might appear alongside a listing.",False,textversion,"It's probably modeling the shoes, clothes, or products in the image.",20.443
174,images/shopping/6.png,-N_Ka2CmLsKK2Hk28VuH,travel,Who is the person in the picture? ,"It's a woman in snowboarding gear. She might be a tourist, or the author of the article? I don't think she's anyone important.",False,imgversion,It could be an article about visiting a mountain.,20.443
175,images/travel/5.png,-N_Ka2CmLsKK2Hk28VuH,social_media,Is it a busy street?,"Not really. There are a few people walking behind the woman, but it looks quaint, and there is plenty of space for everyone. No cars in sight.",False,textversion,This is probably some sort of influencer promoting herself.,20.443
176,images/health/2.png,-N_Ka2CmLsKK2Hk28VuH,health,"How cold is it, where they are running?","I think it's pretty cold? There is no snow on the ground right by them, but snow is in the mountains which are not too distant.",False,imgversion,It's probably there to promote exercise and being outdoors.,20.443
177,images/shopping/2.png,-N_KauSgjRkgNLqKhMc1,shopping,what size does it come in?,It comes in all sizes from S to XXL but take notice that it is on the smaller sizing. ,False,textversion,To help the customers imagine how to use and mix match the products. ,13.134833333333333
178,images/health/7.png,-N_KauSgjRkgNLqKhMc1,health,The strength of the bands?,,True,imgversion,It helps the customer to see them in those exercise outfit. ,13.134833333333333
179,images/travel/6.png,-N_KauSgjRkgNLqKhMc1,travel,The name of the restaurant or person who prepared it. ,An old lady from a small local restaurant. ,False,textversion,To inform others about the local cuisine. ,13.134833333333333
180,images/shopping/3.png,-N_KauSgjRkgNLqKhMc1,social_media,What is the man doing?,The man is enjoying the beautiful scenery and having a quiet relaxing time. ,False,imgversion,To inform me about my friend who is taking a holiday to his home town. ,13.134833333333333
181,images/travel/2.png,-N_KauSgjRkgNLqKhMc1,science_journals,What is the context of the article?,The article is trying to inform all of us how important is to  preserve the marine life and how corals play a huge role in the ecosystem. ,False,textversion,To inform people about the beauty of marine life and how scientists are trying to help maintain the ecosystem. ,13.134833333333333
182,images/news_journals/34.png,-N_KauSgjRkgNLqKhMc1,news,Is this person a part of the story,Yes. The person in the image is the one telling the story. ,False,textversion,To tell the story of the struggles a Black American woman experienced in her workplace. ,13.134833333333333
183,images/travel/6.png,-N_Kc-qVv3haH4Nwu9PO,travel,The name of the restaurant or person who prepared it. ,,True,textversion,To provide some information to the user about the type of meal available at the travel location.,34.928216666666664
184,images/science_journals/5.png,-N_Kc-qVv3haH4Nwu9PO,science_journals,Is there a connection between recreational fishing and environmental decay?,I think not,False,textversion,It is quite interesting and would probably learn more about it.,34.928216666666664
185,images/travel/5.png,-N_Kc-qVv3haH4Nwu9PO,social_media,What does the street look like?,It is beautiful and somehow looks like a marketplace,False,imgversion,"Since I am a fan of travel and tour, I think this image would attract my attention to read further about it.",34.928216666666664
186,images/news_journals/11.png,-N_Kc-qVv3haH4Nwu9PO,news,Is the photo an ad or is it part of an article?,It's part of an article,False,textversion,I am not really a fan of women soccer so I would skip this news.,34.928216666666664
187,images/shopping/7.png,-N_Kc-qVv3haH4Nwu9PO,shopping,Does the t-shirt have any designs?,No design at all,False,imgversion,"I don't really know if the person in image is supposed to be a model or not but in my honest opinion, it doesn't look appealing to me.",34.928216666666664
188,images/science_journals/2.png,-N_Kc-qVv3haH4Nwu9PO,health,What activity are they doing and how does it relate to health?,They appear to be swimmers and swimming is a good and healthy sport,False,imgversion,I would love to learn more since the image depict a healthy lifestyle.,34.928216666666664
189,images/health/2.png,-N_Ki58g_JBPWZ0wqGFX,health,what is a healthy food for a consistent runner?,fruit,True,textversion,"It shows exercise, a healthy habit.",3.8526666666666665
190,images/science_journals/4.png,-N_Ki58g_JBPWZ0wqGFX,travel,Where is this picture taken?,the ocean/sea,False,imgversion,Boating is a popular travel activity.,3.8526666666666665
191,images/shopping/2.png,-N_Ki58g_JBPWZ0wqGFX,shopping,Is this same sweater available for purchase?,yes it is available,False,textversion,The model wears a sweater which is a shopping item.,3.8526666666666665
192,images/news_journals/8.png,-N_Ki58g_JBPWZ0wqGFX,news,What does the man look like?,"he appears to be multiracial, somewhat young and a man.",False,imgversion,Speeches and activism are very related to the news.,3.8526666666666665
193,images/travel/6.png,-N_Ki58g_JBPWZ0wqGFX,social_media,Is it good?,yes it is good,False,textversion,Food porn is popular on social media.,3.8526666666666665
194,images/health/2.png,-N_KiFVd1Gt_BGTL36hw,science_journals,Where is the woman running,to the top of the a mountain,False,imgversion,a bio about a scientists who also likes hiking,4.038333333333333
195,images/news_journals/15.png,-N_KiFVd1Gt_BGTL36hw,travel,what kind of dance is the woman doing?,an indian traditional dance,False,textversion,Shows an experience one can have,4.038333333333333
196,images/science_journals/1.png,-N_KiFVd1Gt_BGTL36hw,news,Was anyone harmed with the building falling down?,Its highly likely someone was injured,False,imgversion,a picture of a breaking news event,4.038333333333333
197,images/science_journals/1.png,-N_KidDA-442f1wW9Eav,health,Are there people present?,There are people on a pile of rubble and around its base.,False,imgversion,The dust could be unhealthy to breathe.,6.1383833333333335
198,images/shopping/4.png,-N_KidDA-442f1wW9Eav,travel,How much seating is around the pool?,There is somewhere around 10 to 20 seats near the pool.,False,imgversion,It is showing what one of the resort options looks like.,6.1383833333333335
199,images/travel/7.png,-N_KidDA-442f1wW9Eav,news,Is the alley clean?,The alley is crowded with a lot of different items.,False,imgversion,There is an article about the place in the picture.,6.1383833333333335
200,images/shopping/3.png,-N_KidDA-442f1wW9Eav,social_media,Is the man alone or with someone else?,The man is sitting alone on a rock near a river.,False,imgversion,It is someone's profile picture.,6.1383833333333335
201,images/shopping/1.png,-N_KidDA-442f1wW9Eav,shopping,What color is the bed?,The bed is turquoise.,False,imgversion,It's showing what the product looks like.,6.1383833333333335
202,images/science_journals/3.png,-N_KidDA-442f1wW9Eav,science_journals,Does this happen with all plants?,"No, most plants aren't treated to live music.",False,textversion,They are studying whether music affects plants.,6.1383833333333335
203,images/travel/2.png,-N_Kik5Hrv4zUjgiD2Aa,travel,Where is the scuba diver,Under the ocean.,False,textversion,Deep sea diving is an activity at the location.,6.713883333333333
204,images/news_journals/34.png,-N_Kik5Hrv4zUjgiD2Aa,news,What are her emotions? ,She is contemplative.,False,imgversion,The person is involved in an article,6.713883333333333
205,images/health/6.png,-N_Kik5Hrv4zUjgiD2Aa,health,Does the image have to do with a recipe?,There are ingredients which can be used in a recipe.,False,textversion,The ingredients shown are healthy.,6.713883333333333
206,images/science_journals/2.png,-N_Kik5Hrv4zUjgiD2Aa,science_journals,What is the reason they are standing for the picture,They are involved in the study.,False,imgversion,The article is about a diving expedition.,6.713883333333333
207,images/travel/4.png,-N_Kik5Hrv4zUjgiD2Aa,social_media,Are they by themselves?,"Yes, they are.",False,imgversion,The person recently went skiing.,6.713883333333333
208,images/shopping/2.png,-N_Kik5Hrv4zUjgiD2Aa,shopping,Is this same sweater available for purchase?,,True,textversion,The clothes pictured are for sale.,6.713883333333333
209,images/news_journals/4.png,-N_KivZXuARpfUX-6xgt,news,What type of seal is shown?,,True,textversion,The news may be concerning wildlife encounters,7.249516666666667
210,images/shopping/7.png,-N_KivZXuARpfUX-6xgt,social_media,What is special about the t-shirt?,The T-shirt is large and white,False,textversion,The social media site may be talking about a football player,7.249516666666667
211,images/science_journals/5.png,-N_KivZXuARpfUX-6xgt,science_journals,Is there a connection between recreational fishing and environmental decay?,Too many people fishing in one area can deplete supplies,False,textversion,The magazine could be speaking on fishing conditions in a certain area,7.249516666666667
212,images/science_journals/1.png,-N_KivZXuARpfUX-6xgt,health,Are there people around?,Yes there are people around the rubble of a collapsed building,False,imgversion,The health website could be speaking on the aftermath of an earthquake,7.249516666666667
213,images/news_journals/15.png,-N_KivZXuARpfUX-6xgt,shopping,What colors are present?,"Pink, gold, purple, and red",False,imgversion,The website could be advertising the clothing or jewelry of the person in the image,7.249516666666667
214,images/health/2.png,-N_KivZXuARpfUX-6xgt,travel,What kind of mountain is she running on?,A rocky mountian,False,imgversion,The website could be advertising a wonderful mountain view to travel to,7.249516666666667
215,images/news_journals/34.png,-N_Kj9BXuS2tutS1sFkE,news,What happened in the beach?,Something happened but I'm not clear what it was,True,textversion,A report on something that happened on the beach.,8.614816666666666
216,images/news_journals/15.png,-N_Kj9BXuS2tutS1sFkE,shopping,Is this product authentic?,,True,textversion,Can't imagine what they would be selling,8.614816666666666
217,images/health/1.png,-N_Kj9BXuS2tutS1sFkE,health,Is the doctor in the photo related to the website?,,True,textversion,Shows a healthcare provider with an elderly person,8.614816666666666
218,images/science_journals/7.png,-N_KjUB0pvFM54Md6xRe,science_journals,Is it a city street or a neighborhood street?,It appears to be a neighborhood street. ,False,imgversion,A cancer cluster was found on this street. ,9.687616666666667
219,images/travel/4.png,-N_KjUB0pvFM54Md6xRe,health,why does skiing help?,It makes you use a lot of muscles and it terrific for cardio. ,False,textversion,Skiing burns a lot of calories. ,9.687616666666667
220,images/science_journals/2.png,-N_KjUB0pvFM54Md6xRe,travel,What are they doing in wetsuits,Preparing to scuba dive. ,False,textversion,Suba driving has become very popular with tourists. ,9.687616666666667
221,images/news_journals/25.png,-N_KjUB0pvFM54Md6xRe,news,Did these people obtain consent?,,True,textversion,Chinatown i back to normal after covid. ,9.687616666666667
222,images/shopping/3.png,-N_KjUB0pvFM54Md6xRe,shopping,What is the man wearing? ,The man is wearing a green sweater with khaki pants.  ,False,imgversion,Men's fall clothing line has just been released. ,9.687616666666667
223,images/news_journals/8.png,-N_Kj_rVq3orw8e8enFf,news,What is his speech about?,It could be about opposition to trans policies in schools.,False,textversion,It shows a speaker at a school board meeting.,10.369783333333332
224,images/social_media/7.png,-N_Kj_rVq3orw8e8enFf,science_journals,What is he standing in front of?,NASA headquarters,False,imgversion,NASA is all about the science of space exploration.,10.369783333333332
225,images/shopping/4.png,-N_Kj_rVq3orw8e8enFf,shopping,How happy are the people in the pool? ,There aren't any people in the pool. ,False,textversion,It looks like an ad for an apt. complex.,10.369783333333332
226,images/shopping/3.png,-N_Kj_rVq3orw8e8enFf,social_media,What's the man near?,He is near a small lake.,False,textversion,It's drawing attention to someone living in Ireland. ,10.369783333333332
227,images/travel/5.png,-N_Kj_rVq3orw8e8enFf,travel,Where is she going?,It looks like she's in Europe and may be going to a hotel.,False,imgversion,It looks like an ad for some new luggage. ,10.369783333333332
228,images/travel/6.png,-N_Kj_rVq3orw8e8enFf,health,What are the nutritional facts about the soup?,,True,textversion,It shows a healthy dish with lots of veggies.,10.369783333333332
229,images/science_journals/3.png,-N_Kk1NvFCAevU-IlG1V,science_journals,Are there any people? ,"Yes there are people, four of them",False,imgversion,It's captivating and shows plants which has to do with science,5.015733333333333
230,images/news_journals/8.png,-N_Kk1NvFCAevU-IlG1V,news,What are the contents of the speech?,,True,imgversion,"There is a person performing a speech for a crowd, it looks important",5.015733333333333
231,images/social_media/1.png,-N_Kk1NvFCAevU-IlG1V,shopping,What color are the pants?,The color of the pants appear to be cream,False,textversion,The person is wearing apparel being sold on the website,5.015733333333333
232,images/travel/6.png,-N_Kk1NvFCAevU-IlG1V,social_media,Is it good?,,True,textversion,It appears to be a dish someone cooked that they wanted to share,5.015733333333333
233,images/shopping/4.png,-N_Kk1NvFCAevU-IlG1V,travel,How much are the rooms?,,True,textversion,It is a hotel that someone could travel to and stay in,5.015733333333333
234,images/health/2.png,-N_Kk1NvFCAevU-IlG1V,health,what is a healthy food for a consistent runner?,,True,textversion,It appears to be a person hiking which can improve health,5.015733333333333
235,images/science_journals/4.png,-N_Kk1eKx-v6YJpjJcOB,news,Is the boat a commercial fisherman or a boat out for pleasure?,commercial fisherman,False,imgversion,Maybe it's for a story on an ocean business or pollution??,12.049383333333333
236,images/science_journals/6.png,-N_Kk1eKx-v6YJpjJcOB,science_journals,what age of men are they?,teenager to young adult,False,imgversion,It might be with an article about teenager psychology.,12.049383333333333
237,images/social_media/1.png,-N_Kk1eKx-v6YJpjJcOB,social_media,is he alone?,"in the image yes, but someone else is taking the picture so no in general",False,imgversion,People put all kinds of images of themselves on social media.,12.049383333333333
238,images/shopping/6.png,-N_Kk1eKx-v6YJpjJcOB,shopping,Is this an action shot or is the boarder standing still?,standing still,False,imgversion,I imagine the website sells outdoor gear.,12.049383333333333
239,images/news_journals/15.png,-N_Kk1eKx-v6YJpjJcOB,travel,What is the setting in which the dance is being performed?,It looks like a theater.,False,imgversion,It would be highlighting the local culture of the destination.,12.049383333333333
240,images/health/5.png,-N_Kk1eKx-v6YJpjJcOB,health,Does she look like she is having fun?,"Yes, it looks like she is having fun.",False,imgversion,It would be highlighting fun ways to get exercise and be fit.,12.049383333333333
241,images/travel/4.png,-N_Kluu7sVg6JABXCyHY,travel,Where is the mountain located?,It is in the middle rear of the picture.,False,imgversion,It is to promote the sky industry.,5.187
242,images/news_journals/15.png,-N_Kluu7sVg6JABXCyHY,shopping,what is she wearing and what color?,She is wearing a pink/blue/yellow outfit.,False,imgversion,Perhaps it is a site to sell tickets.,5.187
243,images/health/6.png,-N_Kluu7sVg6JABXCyHY,health,Are they all the same kinds of foods?,"No, they are not all the same.",False,imgversion,The pic of veggies is to promote health.,5.187
244,images/news_journals/4.png,-N_Kluu7sVg6JABXCyHY,science_journals,is the seal population dwindling?,I have no idea as the pic only shows one seal.,False,imgversion,It is a nature pic and that is a realm of science.,5.187
245,images/social_media/5.png,-N_Kluu7sVg6JABXCyHY,social_media,how many women are there?,Somewhere between four and thirty-five.,False,imgversion,It is yet another group team picture.,5.187
246,images/news_journals/25.png,-N_Kluu7sVg6JABXCyHY,news,What are they doing?,"It is a group of people sitting around a table, perhaps eating.",False,imgversion,I have no idea if this pic should be on a news site.,5.187
247,images/science_journals/4.png,-N_KmA-P7r1mOW1o0-38,news,What is in the cage? ,It appears to have some kind of bait in the cage.,False,imgversion,To talk about a fishing expedition.,6.301716666666667
248,images/travel/2.png,-N_KmA-P7r1mOW1o0-38,science_journals,Is there any fish or animals in the photograph?,There are lots of little orange fish.,False,imgversion,To show a diver inspect a coral reef.,6.301716666666667
249,images/social_media/1.png,-N_KmA-P7r1mOW1o0-38,shopping,What kind of clothing,It appears to be men's clothing in form of pants and tops.,False,imgversion,The image shows clothing that the website might offer.,6.301716666666667
250,images/health/3.png,-N_KmA-P7r1mOW1o0-38,health,What is she doing and why is she wearing that?,She is stretching her leg and is wearing attire to help her feel at ease as she is exercising.,False,imgversion,To show that someone is performing one of many exercise moves.,6.301716666666667
251,images/news_journals/15.png,-N_KmA-P7r1mOW1o0-38,travel,what kind of dance is the woman doing?,The woman is performing an ethic dance of her people.,False,textversion,To show a different ethnic culture.,6.301716666666667
252,images/travel/2.png,-N_KmBw3lsxign1MeZE2,science_journals,Does the scuba diver have any specialized gear?,Yes they do.,False,imgversion,To teach oceanic sciences to others.,6.5099
253,images/science_journals/5.png,-N_KmBw3lsxign1MeZE2,travel,How big is the river?,It's bigger than a stream or creek but not as large as larger rivers like the Mississippi or amazon. ,False,imgversion,To show a unique travel location.,6.5099
254,images/science_journals/1.png,-N_KmBw3lsxign1MeZE2,news,Where is the location?,It's in an unknown city. ,False,textversion,To visually display an event to others.,6.5099
255,images/shopping/6.png,-N_KmBw3lsxign1MeZE2,social_media,Is the view from the hill nice?,It appears there is a nice view. ,False,textversion,To attract peoples attention. ,6.5099
256,images/health/6.png,-N_KmBw3lsxign1MeZE2,health,Do they follow a particular diet?,Their appears to be no animal products. ,False,textversion,To display foods that look healthy and appetizing. ,6.5099
257,images/shopping/4.png,-N_KmFyLSo-GNo32PCpi,shopping,Is it the kind of place you'd go to have a vacation?,This could possibly be a rental location for a vacation.,False,imgversion,I figure this would be an airbnb type of listing.,6.922266666666666
258,images/news_journals/34.png,-N_KmFyLSo-GNo32PCpi,news,Is this person a part of the story,This person is part of the story for sure.  It would seem to random otherwise.,False,textversion,This may be a story about climate change and this person is involved.,6.922266666666666
259,images/travel/4.png,-N_KmFyLSo-GNo32PCpi,travel,Where is the mountain located?,It is located somewhere that gets a lot of snow and people go to ski.,False,imgversion,This image is advertising a location to go on vacation.,6.922266666666666
260,images/social_media/7.png,-N_KmFyLSo-GNo32PCpi,social_media,I would like to know why it was placed there?,This was placed there to promote an individual who is proud of their work.,False,textversion,This may be a person's personal picture for self promotion.,6.922266666666666
261,images/health/1.png,-N_KmFyLSo-GNo32PCpi,health,is the woman alright?,The woman is receiving medication but seems ok.,False,imgversion,This is about care for the elderly.,6.922266666666666
262,images/health/2.png,-N_KmFyLSo-GNo32PCpi,science_journals,"
What can other athletes learn from this individual's running technique?",Possibly how to hike without hurting yourself.,False,textversion,It shows an area undergoing climate change for study.,6.922266666666666
263,images/science_journals/2.png,-N_KmWOKQm5g8q2mQvEf,social_media,Are they diving,They could be as they are wearing diving apparel,False,textversion,Because these people have visited this website,5.41255
264,images/news_journals/11.png,-N_KmWOKQm5g8q2mQvEf,news,who are the players,I do not know but they are women soccer players,False,textversion,It is a highlight in the sports section,5.41255
265,images/science_journals/7.png,-N_KmWOKQm5g8q2mQvEf,science_journals,How informative and reliable?,Not at all.,False,textversion,To highlight the outside and the brothers on the street sign,5.41255
266,images/travel/5.png,-N_KmWOKQm5g8q2mQvEf,travel,How many lbs or kg can the suitcase weigh?,I do not know but it appears to be medium sized,False,textversion,Looks like the shopping district ,5.41255
267,images/travel/4.png,-N_KmWOKQm5g8q2mQvEf,health,How does skiing benefit your health?,It incorporates your whole body and all systems,False,imgversion,Shows healthy activity that uses whole body,5.41255
268,images/health/3.png,-N_Kmbp1IppY65v-b7KV,shopping,How much support does it offer?,it offers alot of support from what the picture shows me,False,textversion,because the workout sports bra she is wearing they are selling on their site,8.27105
269,images/shopping/6.png,-N_Kmbp1IppY65v-b7KV,travel,how long this company has been in business,,True,textversion,the site is trying to offer an image to persuade you to take a winter trip or go skiing,8.27105
270,images/news_journals/34.png,-N_Kmbp1IppY65v-b7KV,news,What is she wearing? ,a black and white dress with a black overcoat over it.,False,imgversion,They are showing just one person to show just how the news and the world is affecting us.,8.27105
271,images/science_journals/4.png,-N_Kmbp1IppY65v-b7KV,science_journals,How large is the boat?,,True,imgversion,because although they are collecting crab scientists study around that the ocean,8.27105
272,images/health/5.png,-N_Kmbp1IppY65v-b7KV,health,How old is this woman? ,,True,textversion,because it is showing an individual surfboarding which shows she is exercising for good health,8.27105
273,images/social_media/7.png,-N_Kmbp1IppY65v-b7KV,social_media,I would like to know why it was placed there?,for people to take an interest in nasa,False,textversion,because social media covers all areas of the world and this is one of the areas people would be interested in,8.27105
274,images/science_journals/2.png,-N_KmcPms_4epmxrSgu5,travel,Are they modeling for the website,"Yes, they are modeling for a travel website.",False,textversion,"Yes, it shows the couple in the water.",8.0539
275,images/science_journals/6.png,-N_KmcPms_4epmxrSgu5,science_journals,What era do the men appear to be from?,millenials.,False,imgversion,I don't think it is a science mag website.,8.0539
276,images/shopping/3.png,-N_KmcPms_4epmxrSgu5,shopping,Is the man relaxing or is he engaging in an activity?,He is relaxing outdoors in his nice clothes. ,False,textversion,Clothes look rugged and warm and probably expensive.,8.0539
277,images/social_media/1.png,-N_KmcPms_4epmxrSgu5,social_media,Where are they at?,They are outside against a wall.,False,textversion,Looks like a possible influencer.,8.0539
278,images/social_media/5.png,-N_KmcPms_4epmxrSgu5,news,Were they in a plane crash?,No. They have awards in their hands.,False,textversion,Looks like a group of people won an award. It's news.,8.0539
279,images/travel/5.png,-N_KmhUwLIMWlZmF1u0N,travel,Where is she going?,A women in a white dress is walking a street with a  hand luggage with wheels.,False,imgversion,Because people who carry luggages are traveling .,8.7019
280,images/science_journals/2.png,-N_KmhUwLIMWlZmF1u0N,social_media,where are they?,They are at the ocean.,False,textversion,IT appears since its a picture of people socializing .,8.7019
281,images/news_journals/15.png,-N_KmhUwLIMWlZmF1u0N,news,What is she doing?,A india women dress up in cultural clothes is making a pose.,False,imgversion,It probably on the website to capture someone interest for an article about indian culture.,8.7019
282,images/shopping/4.png,-N_KmhUwLIMWlZmF1u0N,shopping,"Is this a type of trip, and if so, what is it?",Its a trip that invovles staying at a hotel with a pool,False,textversion,Its probably there part of a package to a hotel to purchase an experience.,8.7019
283,images/health/3.png,-N_KmhUwLIMWlZmF1u0N,health,What is the person doing that promotes a healthier lifestyle?,The women in the picture is stretching her legs before working out.,False,textversion,It fits perfectly because a women in sportwear is  ready to workout and its stretching.,8.7019
284,images/news_journals/4.png,-N_KmhUwLIMWlZmF1u0N,science_journals,is the seal population dwindling?,,True,imgversion,Probably because they are doing a study on seals.,8.7019
285,images/travel/6.png,-N_KnWEjaINtAEYVPPri,social_media,What type of ramen is it?,Vegetable ramen with tomato based soup and green noodles,False,textversion,Because the website focuses on cooking recipes,11.322766666666666
286,images/shopping/3.png,-N_KnWEjaINtAEYVPPri,shopping,Is the man relaxing or is he engaging in an activity?,The man is sitting on a rock looking into the distance,False,textversion,Because the sweater is an item sold on the website,11.322766666666666
287,images/health/6.png,-N_KnWEjaINtAEYVPPri,health,Are they all the same kinds of foods?,There are a variety of fruits and grains included,False,imgversion,Because the items listed represent healthy foods,11.322766666666666
288,images/science_journals/5.png,-N_KnWEjaINtAEYVPPri,travel,How many people?,There are three people in the image,False,imgversion,Because travelers may be interested in water based activities,11.322766666666666
289,images/news_journals/25.png,-N_KnWEjaINtAEYVPPri,news,Where are the people positioned?,It looks like the people are sitting at a table in a restaurant,False,imgversion,Because the image represents a family gathering place,11.322766666666666
290,images/science_journals/1.png,-N_KnWEjaINtAEYVPPri,science_journals,Where is the building located?,The building has collapsed in a down trodden part of town,False,imgversion,Because the image shows the effect of climate change and damages from bad weather,11.322766666666666
291,images/news_journals/15.png,-N_KnkGL7-ozNrTIhgM-,travel,what kind of dance is the woman doing?,"Bharatnatya, or Classical Indian dance",False,textversion,It is illustrating an article on India or South Asia as a travel destination.,12.822383333333333
292,images/shopping/5.png,-N_KnkGL7-ozNrTIhgM-,shopping,What kind of vase is it?,"it is decorated to resemble a stout man with a mustache, and the opening of a vase is shaped and colored to resemble a top hat.",False,textversion,It is illustrating stock in Central European ceramicware.,12.822383333333333
293,images/news_journals/11.png,-N_KnkGL7-ozNrTIhgM-,news,who are the players,the players are two women on opposing teams chasing a soccer ball.,False,textversion,It is meant to illustrate an article on the subject of women's soccer,12.822383333333333
294,images/travel/2.png,-N_KnkGL7-ozNrTIhgM-,science_journals,Is there any fish or animals in the photograph?,Yes. There are small fish with orange-golden scales floating between the diver and the coral.,False,imgversion,a diver with SCUBA gear is floating in the water near a school off fish. A bank of live coral is nearby.,12.822383333333333
295,images/social_media/7.png,-N_KnkGL7-ozNrTIhgM-,social_media,What does the man look like?,"The man is brown-skined, possibly of African, Afro-caribbean or African-American descent. He is wearing a black polo shirt with two official-looking patches on the left breast.",False,imgversion,There is a man standing in front of the facade of a NASA building.,12.822383333333333
296,images/science_journals/1.png,-N_KnkGL7-ozNrTIhgM-,health,Are there people around?,"People are standing in front of the demolished building, a few others are standing on top of the rubble.",False,imgversion,"the picture shows four council-flat-type buildings, with a fifth in the foreground which appears to have been demolished in a earthquake, or some other disaster.",12.822383333333333
297,images/travel/4.png,-N_KnvYD-xjXrQ-rZmrO,health,why does skiing help?,it is cold out and you warm up from all the excitement.,False,textversion,showing the exercise he does to stay healthy,13.714083333333333
