,Unnamed: 0,image,image_cat_score,category,description,question,context_justification,reactionTime
204,204.0,images/science_journals/1.png,94.0,news,a building that has been destroyed,Why is the building destroyed?,I think it is a picture with a related article.,6.206716667
205,205.0,images/science_journals/1.png,94.0,news,a building that has been destroyed,Where is the location?,I think it is a picture with a related article.,6.206716667
206,206.0,images/health/6.png,93.0,health,various foods that are in bowls,What the article is about?,I think the picture probably relates to an article.,6.206716667
207,207.0,images/health/6.png,93.0,health,various foods that are in bowls,Why are those particular foods in the bowls?,I think the picture probably relates to an article.,6.206716667
208,208.0,images/health/2.png,90.75,travel,a woman running on a mountain,I would want to know the location.,I think it is to promote a park or trail.,6.206716667
209,209.0,images/health/2.png,90.75,travel,a woman running on a mountain,I would want to know why she is running.,I think it is to promote a park or trail.,6.206716667
210,210.0,images/health/1.png,87.75,health,a doctor and an elderly woman,Does the elderly woman look sick?,It is a visual representation of what to expect.,7.02125
211,211.0,images/health/1.png,87.75,health,a doctor and an elderly woman,Is the elderly woman in an exam room?,It is a visual representation of what to expect.,7.02125
212,212.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Why was the building destroyed.,A destroyed building could be caused by a recent development.,7.02125
213,213.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,What else is around the destroyed building?,A destroyed building could be caused by a recent development.,7.02125
214,214.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,What color are the pants?,The clothing worn by the man would represent the items available to purchase.,7.02125
215,215.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,Is the jacket a light or warm jacket?,The clothing worn by the man would represent the items available to purchase.,7.02125
216,216.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Is it a busy street?,"It would show that the woman was on vacation, which tells me more about them.",7.02125
217,217.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Are there other people with her?,"It would show that the woman was on vacation, which tells me more about them.",7.02125
218,218.0,images/news_journals/4.png,32.6,news,a seal on the beach,Is the seal dead or alive?,The image would appear for an article about there being a seal on the beach.,7.02125
219,219.0,images/news_journals/4.png,32.6,news,a seal on the beach,Is the beach crowded with people?,The image would appear for an article about there being a seal on the beach.,7.02125
220,220.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,What does the wet suits look like.,"It would represent there being snorkeling, surfing, or diving areas at the location.",7.02125
221,221.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,Do they have masks or an oxygen tank as well?,"It would represent there being snorkeling, surfing, or diving areas at the location.",7.02125
222,222.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,Why the building there and what does it have to do with my health?,I think a destroyed building would be a representation of how a persons health could be if not taken care off. It can crumble just like the persons health.,16.23835
223,223.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,Does the building represent something?,I think a destroyed building would be a representation of how a persons health could be if not taken care off. It can crumble just like the persons health.,16.23835
224,224.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,I would like to know the context behind the image.,"Social media is full of many random things, I think the image would be there because it is social media and it can be a friend who is trying to be funny or someone with a political agenda.",16.23835
225,225.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,I would like to know why it was placed there?,"Social media is full of many random things, I think the image would be there because it is social media and it can be a friend who is trying to be funny or someone with a political agenda.",16.23835
226,226.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,I would like to know if they have the t-shirt in my size,Since it is a shopping website I think it is there because it is a product that is meant to be sold. ,16.23835
227,227.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,I would like to know the price,Since it is a shopping website I think it is there because it is a product that is meant to be sold. ,16.23835
228,228.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,I would like to know more of Indian dancing such as how the dance is performed.,I think it appears in the news website because they want to provide information on indian dancing. ,16.23835
229,229.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,I would like to know if they can cover more of these news stories.,I think it appears in the news website because they want to provide information on indian dancing. ,16.23835
230,230.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,I would like to know where this location is.,"I think that since it is a travel website, an image of a boat with a crab in it is there because they want to highlight a beautiful place that has a beautiful scenery with many boats.",16.23835
231,231.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,I would like to know the price of getting there.,"I think that since it is a travel website, an image of a boat with a crab in it is there because they want to highlight a beautiful place that has a beautiful scenery with many boats.",16.23835
232,232.0,images/science_journals/2.png,41.83333333,science_journals,a man and woman in wetsuits,I would like to know why the man and woman are there.,The image is on the magazine because the man and woman may be experts that are examining or researching something in the water.,16.23835
233,233.0,images/science_journals/2.png,41.83333333,science_journals,a man and woman in wetsuits,I would like to know where their location is.,The image is on the magazine because the man and woman may be experts that are examining or researching something in the water.,16.23835
234,234.0,images/social_media/1.png,68.0,social_media,a man with dreadlocks wearing a jacket and pants,Who is this person?,It is likely a selfie or photo of someone's connection.,8.378366667
235,235.0,images/social_media/1.png,68.0,social_media,a man with dreadlocks wearing a jacket and pants,Where are they at?,It is likely a selfie or photo of someone's connection.,8.378366667
236,236.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,Where are these people at?,"It's to show people living an ""active"" lifestyle",8.378366667
237,237.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,How old are the people in wet suits?,"It's to show people living an ""active"" lifestyle",8.378366667
238,238.0,images/health/2.png,90.75,travel,a woman running on a mountain,Where is the mountain at?,To show someone having an adventure and make the viewer excited,8.378366667
239,239.0,images/health/2.png,90.75,travel,a woman running on a mountain,Is the woman by herself?,To show someone having an adventure and make the viewer excited,8.378366667
240,240.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,"Where are these men located, or what does the wall look like?",It may be showing men of different sizes and makeups for the purposes of explaining a concept.,8.378366667
241,241.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,What do the men look like?,It may be showing men of different sizes and makeups for the purposes of explaining a concept.,8.378366667
242,242.0,images/news_journals/4.png,32.6,news,a seal on the beach,What type of seal is shown?,The article likely has something to do with the wildlife in an area.,8.378366667
243,243.0,images/news_journals/4.png,32.6,news,a seal on the beach,Where is the beach at?,The article likely has something to do with the wildlife in an area.,8.378366667
244,244.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,What clothes is the man wearing?,It's to show a person wearing specific clothing that is trying to be sold in a pleasant environment.,8.378366667
245,245.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,What colors and styles are his clothes?,It's to show a person wearing specific clothing that is trying to be sold in a pleasant environment.,8.378366667
246,246.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,where is this seal located?,they are providing info about seals,7.1665
247,247.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,what kind of seal is it?,they are providing info about seals,7.1665
248,248.0,images/news_journals/8.png,84.5,news,a man giving a speech,what is the speech about?,The website is probably sharing information about the speech. ,7.1665
249,249.0,images/news_journals/8.png,84.5,news,a man giving a speech,who is the man giving the speech?,The website is probably sharing information about the speech. ,7.1665
250,250.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,where are they?,they are probably sharing pictures from a trip ,7.1665
251,251.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,why are they wearing wetsuits?,they are probably sharing pictures from a trip ,7.1665
252,252.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,What is it like traveling to india?,The website features information about traveling to india. ,7.1665
253,253.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,what kind of dance is the woman doing?,The website features information about traveling to india. ,7.1665
254,254.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,"what kind of workout is the woman doing?
",The article is probably about working out or workout outfits. ,7.1665
255,255.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,where did her outfit come from?,The article is probably about working out or workout outfits. ,7.1665
256,256.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,what is the price of the sweater?,The sweater is most likely for sale. ,7.1665
257,257.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,what size does it come in?,The sweater is most likely for sale. ,7.1665
258,258.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,If it is trying to sell me something,To advertise a product or share an experience they had,4.996033333
259,259.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,If it is for personal emjoyment,To advertise a product or share an experience they had,4.996033333
260,260.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,Is this person a part of the story,To add an imae to grab people attention,4.996033333
261,261.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,Does the person in the image want their photo to be shared,To add an imae to grab people attention,4.996033333
262,262.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,Is this a common tourist dish,To appeal to potential consumers,4.996033333
263,263.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,What the ratings are for the resteraunt its from,To appeal to potential consumers,4.996033333
264,264.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Why is he there?,It shows a man in deep thought.,6.662616667000001
265,265.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,What is he thinking?,It shows a man in deep thought.,6.662616667000001
266,266.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,What did this person do?,A man who has accomplished something in the science industry.,6.662616667000001
267,267.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,Who is he?,A man who has accomplished something in the science industry.,6.662616667000001
268,268.0,images/news_journals/4.png,32.6,news,a seal on the beach,What is going on with seals?,A story about seals and their status.,6.662616667000001
269,269.0,images/news_journals/4.png,32.6,news,a seal on the beach,Are the seals okay?,A story about seals and their status.,6.662616667000001
270,270.0,images/health/2.png,90.75,travel,a woman running on a mountain,Where is she?,A destination for travel that has great outdoors.,6.662616667000001
271,271.0,images/health/2.png,90.75,travel,a woman running on a mountain,Who is she?,A destination for travel that has great outdoors.,6.662616667000001
272,272.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,Does she have breast cancer?,A woman that supports breast cancer awareness,6.662616667000001
273,273.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,Who is she?,A woman that supports breast cancer awareness,6.662616667000001
274,274.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What is the man standing in front of?,I think I'm being shown a news anchor or a interviewee,7.686
275,275.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,Who is this person?,I think I'm being shown a news anchor or a interviewee,7.686
276,276.0,images/health/2.png,90.75,travel,a woman running on a mountain,Where is the mountain located?,I think it's a promotional image depicting jogging and adventure,7.686
277,277.0,images/health/2.png,90.75,travel,a woman running on a mountain,How is the woman dressed?,I think it's a promotional image depicting jogging and adventure,7.686
278,278.0,images/shopping/4.png,50.75,social_media,the pool at the holiday inn in san diego,Are there any people in this picture?,The website might be advertising to me about holiday destination,7.686
279,279.0,images/shopping/4.png,50.75,social_media,the pool at the holiday inn in san diego,Is this picture from an advertisement or from someone I know?,The website might be advertising to me about holiday destination,7.686
280,280.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,What is the woman doing?,It is probably a person in good shape to enhance my perception of th eadvice on this website,7.686
281,281.0,images/health/3.png,95.33333333,health,a woman in a pink sports bra top,Is the woman working out or eating something?,It is probably a person in good shape to enhance my perception of th eadvice on this website,7.686
282,282.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,What does the surroundings of the street sign look like?,It might be a editorial section or something about a location,7.686
283,283.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,Where is this image located?,It might be a editorial section or something about a location,7.686
284,284.0,images/shopping/6.png,61.42857143,shopping,a snowboarder standing on a snow covered hill,What is the snowboarder wearing?,It's probably part of an advertisement about cold weather equipment,7.686
285,285.0,images/shopping/6.png,61.42857143,shopping,a snowboarder standing on a snow covered hill,Does the snowboarder look comfortable and confident or not?,It's probably part of an advertisement about cold weather equipment,7.686
286,286.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,What teams are they one?,I believe the news wrote an article on a soccer twam,9.074616667
287,287.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,Where are the teams located?,I believe the news wrote an article on a soccer twam,9.074616667
288,288.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,Where are these seals located?,They probably have an article on seals,9.074616667
289,289.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,Is there seal over population ,They probably have an article on seals,9.074616667
290,290.0,images/travel/4.png,59.0,health,a skier on a mountain,What are the health benefits of skiing?,They believe skiing is a good exercise ,9.074616667
291,291.0,images/travel/4.png,59.0,health,a skier on a mountain,Is it more dangerous than just working out,They believe skiing is a good exercise ,9.074616667
292,292.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,Is it scuba diving ?,They are probably advertising scuba diving ,9.074616667
293,293.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,Where are they diving?,They are probably advertising scuba diving ,9.074616667
294,294.0,images/news_journals/15.png,52.66666667,shopping,a woman performing an indian dance,Is there any local Indian attire?,Advertising Indian clothing or instruments ,9.074616667
295,,,,,,,,
296,296.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Is the whole vacation in a cold climate,I think the image would appear because it must be a travel website displaying colder climates with cold weather sports/activities,6.829816667
297,297.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Are there other things to do,I think the image would appear because it must be a travel website displaying colder climates with cold weather sports/activities,6.829816667
298,298.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,Is it just for men,It is probably a outdoor clothes & gear shop,6.829816667
299,299.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,"What is he doing near the rock other than sitting, is there a tent or something",It is probably a outdoor clothes & gear shop,6.829816667
300,300.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Are they surfing,They were probably doing some water sport,6.829816667
301,301.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Are they diving,They were probably doing some water sport,6.829816667
302,302.0,images/health/6.png,93.0,health,various foods that are in bowls,What kind of food/diet,It makes sense to include food with health,6.829816667
303,303.0,images/health/6.png,93.0,health,various foods that are in bowls,Are they displaying a recipe or just graphics,It makes sense to include food with health,6.829816667
304,304.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,Where is the concert hall,Maybe there was an event with plants relating to science,6.829816667
305,305.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,"What kind of plants, are they tropical, indoor types, or something else?",Maybe there was an event with plants relating to science,6.829816667
306,306.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What else is the man doing,Probably the graphic header for an article,6.829816667
307,307.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What is he standing in front of,Probably the graphic header for an article,6.829816667
308,308.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,What kind of seal is it,There is a lot of scientific information behind animals and the way they live and the environment that they live in,10.0482
309,309.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,Where and what beach,There is a lot of scientific information behind animals and the way they live and the environment that they live in,10.0482
310,310.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Why is the woman taking a picture of an alley way,"There could be some sort of story behind the alley, maybe a crime or maybe the woman is a photographer",10.0482
311,311.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,What does the alley mean,"There could be some sort of story behind the alley, maybe a crime or maybe the woman is a photographer",10.0482
312,312.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,Where is the scuba diver,There is scuba diving where I am interested in traveling,10.0482
313,313.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,What did they get to see,There is scuba diving where I am interested in traveling,10.0482
314,314.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,What is the snow boarder doing,Maybe there is some sort of event for snowboarders,10.0482
315,315.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Why are they advertising a snowboarder on a hill,Maybe there is some sort of event for snowboarders,10.0482
316,316.0,images/science_journals/5.png,61.33333333,science_journals,people fishing in the river,How does this image pertain to the article?,I would assume that it was included because it pertained to an item in the article.,11.0554
317,317.0,images/science_journals/5.png,61.33333333,science_journals,people fishing in the river,Why this specific image - does it represent something directly from the article or is it an abstract to tie in with the overall vibe of the article?,I would assume that it was included because it pertained to an item in the article.,11.0554
318,318.0,images/shopping/6.png,61.42857143,shopping,a snowboarder standing on a snow covered hill,How is the photo relevant to the website?,"I would assume that they were selling snowboards, gear for snowboarding or snowboarding clothing (or even selling snowboarding trips).",11.0554
319,319.0,images/shopping/6.png,61.42857143,shopping,a snowboarder standing on a snow covered hill,"What does the site sell that relates to what the photo shows (is it an outdoor retailer, a travel agent etc.)?","I would assume that they were selling snowboards, gear for snowboarding or snowboarding clothing (or even selling snowboarding trips).",11.0554
320,320.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Is the photo an ad for a service or travel etc.?,I would assume that something on the page is related to such a photo like a post about tropical vacations.,11.0554
321,321.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,"Is the photo related to one of the posts, if so, did a friend go on a snorkeling trip?",I would assume that something on the page is related to such a photo like a post about tropical vacations.,11.0554
322,322.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,Is the photo an ad or is it part of an article?,I would assume because it was related to an article or an ad on the page.,11.0554
323,323.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,Was soccer in the news? Or was it a story about a soccer player?,I would assume because it was related to an article or an ad on the page.,11.0554
324,324.0,images/shopping/4.png,91.25,travel,the pool at the holiday inn in san diego,Is the photo to support an article about San Diego or a pool or about Holiday Inn?,I would assume it was related to the travel article or an ad for the Holiday Inn.,11.0554
325,325.0,images/shopping/4.png,91.25,travel,the pool at the holiday inn in san diego,Is it an ad?,I would assume it was related to the travel article or an ad for the Holiday Inn.,11.0554
326,326.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,Is it part of the article? How are two women in workout gear related to the article?,I would assume it was related to the article on health and maybe working out.,11.0554
327,327.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,Is the photo an ad for workout gear?,I would assume it was related to the article on health and maybe working out.,11.0554
328,328.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,Where is the woman from?,To share cultural stories and experiences. ,7.316933333
329,329.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,"Did something negative happen, or are we honoring?",To share cultural stories and experiences. ,7.316933333
330,330.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Is the building old?,To share/learn about history and cultural events. ,7.316933333
331,331.0,images/science_journals/1.png,48.5,science_journals,a building that has been destroyed,Where is the building located?,To share/learn about history and cultural events. ,7.316933333
332,332.0,images/social_media/5.png,54.125,social_media,the women's soccer team,What is the name and colors of the team?,Someone in my inner circle may play soccer.,7.316933333
333,333.0,images/social_media/5.png,54.125,social_media,the women's soccer team,Do I know someone who's on this team?,Someone in my inner circle may play soccer.,7.316933333
334,334.0,images/health/1.png,87.75,health,a doctor and an elderly woman,What are they doing?,To compliment the healthy lifestyle article.,7.316933333
335,335.0,images/health/1.png,87.75,health,a doctor and an elderly woman,Do they look happy?,To compliment the healthy lifestyle article.,7.316933333
336,336.0,images/shopping/1.png,100.0,shopping,a bedroom with a bed and curtains,What color are the curtains?,To showcase their bedroom products. ,7.316933333
337,337.0,images/shopping/1.png,100.0,shopping,a bedroom with a bed and curtains,What color is the bed?,To showcase their bedroom products. ,7.316933333
338,338.0,images/science_journals/5.png,87.5,travel,people fishing in the river,What is the size/location of the river?,To showcase that you can fish while traveling. ,7.316933333
339,339.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Do the people look happy or bored?,To showcase that you can fish while traveling. ,7.316933333
340,340.0,images/travel/4.png,59.0,health,a skier on a mountain,why does skiing help?,because the activity of skiing helps promote a healthy lifestyle through exercise. ,8.401416667000001
341,341.0,images/travel/4.png,59.0,health,a skier on a mountain,does the elevation of the mountain have anything to do with it?,because the activity of skiing helps promote a healthy lifestyle through exercise. ,8.401416667000001
342,342.0,images/shopping/4.png,50.75,social_media,the pool at the holiday inn in san diego,is there a hot tub?,because they are promoting a fun/relaxing time while staying at their business. ,8.401416667000001
343,343.0,images/shopping/4.png,50.75,social_media,the pool at the holiday inn in san diego,is the pool open all year? What hours?,because they are promoting a fun/relaxing time while staying at their business. ,8.401416667000001
344,344.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,model number for the clothes,promoting the jacket and pants,8.401416667000001
345,345.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,tell me more about the brand,promoting the jacket and pants,8.401416667000001
346,346.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,what fee does this company charge?,"trying to promote a type of travel, in this case it would be a snowy location where you can do things like snowboard.",8.401416667000001
347,347.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,how long this company has been in business,"trying to promote a type of travel, in this case it would be a snowy location where you can do things like snowboard.",8.401416667000001
348,348.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,why is this relevant? ,"I have no idea, there must be more context. ",8.401416667000001
349,349.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,"what exactly is ""olde street""?","I have no idea, there must be more context. ",8.401416667000001
350,350.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,what happened here?,because she's learning about recent news and is trying to capture the moment with capturing photos.,8.401416667000001
351,351.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,how long has she worked at the news site?,because she's learning about recent news and is trying to capture the moment with capturing photos.,8.401416667000001
352,352.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,What would a healthy balanced meal include?,It may be suggesting which foods are healthiest to eat.,13.14006667
353,353.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,Are carbs really that bad?,It may be suggesting which foods are healthiest to eat.,13.14006667
354,354.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,How do I know this person or do I know this person?,He may be an acquaintance of mine or of one of the people I know.,13.14006667
355,355.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,Does this person know me?,He may be an acquaintance of mine or of one of the people I know.,13.14006667
356,356.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,Where could I scuba dive if I wanted to?,I think the image probably suggests an activity that I could do If i travel to certain destinations. ,13.14006667
357,357.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,"What would a vacation that involves scuba diving look like?
",I think the image probably suggests an activity that I could do If i travel to certain destinations. ,13.14006667
358,358.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Where do these men live or come from?,Maybe this image is depicting men from a certain group of people or culture. ,13.14006667
359,359.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,What is special about this group of men?,Maybe this image is depicting men from a certain group of people or culture. ,13.14006667
360,360.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,Is there a special ceremony happening around this dance?,Maybe this site is showcasing what is happening in India at the moment. ,13.14006667
361,361.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,It the article showcasing a particular culture?,Maybe this site is showcasing what is happening in India at the moment. ,13.14006667
362,362.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,Is the picture selling luggage or clothing?,This particular website maybe showcasing luggage or travel attire. ,13.14006667
363,363.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,Is the picture selling accessories?,This particular website maybe showcasing luggage or travel attire. ,13.14006667
364,364.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What is their location.,They are standing in front of a court house for a controversial matter,12.03313333
365,365.0,images/social_media/7.png,68.25,news,a man in a black shirt standing in front of,What time of day is it?,They are standing in front of a court house for a controversial matter,12.03313333
366,366.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,What is their location.,They are in a historical location and have discovered something unique.,12.03313333
367,367.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,What day was the picture taken.,They are in a historical location and have discovered something unique.,12.03313333
368,368.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,What is the age of the women.,They are selling women's athletic apparel.,12.03313333
369,369.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,What size is the woman's clothes.,They are selling women's athletic apparel.,12.03313333
370,370.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,The age of the people.,They are exploring fun ways to stay active.,12.03313333
371,371.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,The location of the photo.,They are exploring fun ways to stay active.,12.03313333
372,372.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,The name of the dish.,They are showing the local cuisine in a foreign country,12.03313333
373,373.0,images/travel/6.png,49.6,travel,a bowl of noodles with vegetables,The name of the restaurant or person who prepared it. ,They are showing the local cuisine in a foreign country,12.03313333
374,374.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,The name of who is in the image.,It is a picture of a friend on a recent hike.,12.03313333
375,375.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,where the image was taken.,It is a picture of a friend on a recent hike.,12.03313333
376,376.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,What does kiteboarding have to do with health?,The woman is healthy enough to do active sports. ,9.833183333
377,377.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,Is the ocean involved in being healthy?,The woman is healthy enough to do active sports. ,9.833183333
378,378.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Is the view from the hill nice?,The post is about a snowboarding area. ,9.833183333
379,379.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Is the hill very high?,The post is about a snowboarding area. ,9.833183333
380,380.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,Is the sign old?,The area could be related to some scientific incident. ,9.833183333
381,381.0,images/science_journals/7.png,3.5,science_journals,a street sign that says the olde street,Where is it hanging from?,The area could be related to some scientific incident. ,9.833183333
382,382.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,Is the woman by herself?,Something happened on the beach. ,9.833183333
383,383.0,images/news_journals/34.png,42.0,news,a woman standing on the beach,Is it a picture from the past?,Something happened on the beach. ,9.833183333
384,384.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,What type of neck style is on the t-shirt,Someone filtered the results to include men's t-shirts (maybe color: white),9.93675
385,385.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,What is the fit of the t-shirt (how tight/loose)?,Someone filtered the results to include men's t-shirts (maybe color: white),9.93675
386,386.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,What are the ingredients of the soup?,It is an article either about nutrition or about healthy soup options.,9.93675
387,387.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,What are the nutritional facts about the soup?,It is an article either about nutrition or about healthy soup options.,9.93675
388,388.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,"Are there also instruments/musicians, singers, or speakers in the image?","The article is about how plants respond to music or about how plants positively impact humans, maybe in a similar way to music",9.93675
389,389.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,How large is the music hall and where are the plants in it?,"The article is about how plants respond to music or about how plants positively impact humans, maybe in a similar way to music",9.93675
390,390.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,What team(s) are the players on?,It is a sports article about a recent soccer game.,9.93675
391,391.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,Are the players on the same or opposing teams?,It is a sports article about a recent soccer game.,9.93675
